fiscal_yr,service_id,service_name_en,service_name_fr,service_standard_id,service_standard_en,service_standard_fr,type,channel,channel_comments_en,channel_comments_fr,target,volume_meeting_target,total_volume,performance,comments_en,comments_fr,target_met,standards_targets_uri_en,standards_targets_uri_fr,performance_results_uri_en,performance_results_uri_fr,owner_org,owner_org_title
2023-2024,2224,AAFC Contact Centre,Centre d’appels de la Direction des programmes du revenu agricole (DPRA),3261,Answer calls received within 60 seconds,On répond aux appels dans un délai de 60 secondes,TML,TEL,,,0.9,31283,31689,0.9872,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agristability/resources/service-standard-statistics#a1,https://agriculture.canada.ca/fr/programmes-services-agricoles/agri-stabilite/ressources/statistiques-normes-service#a1,https://agriculture.canada.ca/en/agricultural-programs-and-services/agristability/resources/service-standard-statistics#a1,https://agriculture.canada.ca/fr/programmes-services-agricoles/agri-stabilite/ressources/statistiques-normes-service#a1,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,132,Saint-Hyacinthe Research and Development Centre's Industrial Program,Programme industriel du Centre de recherche et de développement de Saint-Hyacinthe,366,Acknowledge receipt of applications within one (1) business day,Accuser réception de votre demande dans un délai d'un (1) jour ouvrable,TML,ONL,,,0.8,35,35,1.0,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriculture-and-agri-food-canada-saint-hyacinthe-research-and-development-centres-industrial-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-industriel-du-centre-recherche-developpement-dagriculture-agroalimentaire-canada-saint,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriculture-and-agri-food-canada-saint-hyacinthe-research-and-development-centres-industrial-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-industriel-du-centre-recherche-developpement-dagriculture-agroalimentaire-canada-saint,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,132,Saint-Hyacinthe Research and Development Centre's Industrial Program,Programme industriel du Centre de recherche et de développement de Saint-Hyacinthe,2446,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,55,59,0.9322,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriculture-and-agri-food-canada-saint-hyacinthe-research-and-development-centres-industrial-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-industriel-du-centre-recherche-developpement-dagriculture-agroalimentaire-canada-saint,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriculture-and-agri-food-canada-saint-hyacinthe-research-and-development-centres-industrial-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-industriel-du-centre-recherche-developpement-dagriculture-agroalimentaire-canada-saint,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,132,Saint-Hyacinthe Research and Development Centre's Industrial Program,Programme industriel du Centre de recherche et de développement de Saint-Hyacinthe,2447,Assess your application and send you an approval or a rejection decision notification within 10 business days,Évaluer votre demande et vous adresser une lettre d'avis d'approbation ou de rejet dans les 10 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,35,35,1.0,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriculture-and-agri-food-canada-saint-hyacinthe-research-and-development-centres-industrial-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-industriel-du-centre-recherche-developpement-dagriculture-agroalimentaire-canada-saint,https://agriculture.canada.ca/en/agricultural-programs-and-services/agriculture-and-agri-food-canada-saint-hyacinthe-research-and-development-centres-industrial-program,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-industriel-du-centre-recherche-developpement-dagriculture-agroalimentaire-canada-saint,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02748,Supply Management Processing Investment Fund,Fonds d’investissement pour la transformation des produits sous la gestion de l’offre,5055,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,44,48,0.9167,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/supply-management-processing-investment-fund/supply-management-processing-investment-fund-step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/fonds-dinvestissement-transformation-produits-gestion-loffre/fonds-dinvestissement-transformation-produits-gestion-loffre-etape-4-apres-avoir-presente-votre,https://agriculture.canada.ca/en/agricultural-programs-and-services/supply-management-processing-investment-fund/supply-management-processing-investment-fund-step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/fonds-dinvestissement-transformation-produits-gestion-loffre/fonds-dinvestissement-transformation-produits-gestion-loffre-etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02748,Supply Management Processing Investment Fund,Fonds d’investissement pour la transformation des produits sous la gestion de l’offre,5057,Send approval or rejection notification letter within 100 business days after the application has been deemed complete,Vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,29,36,0.8056,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/supply-management-processing-investment-fund/supply-management-processing-investment-fund-step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/fonds-dinvestissement-transformation-produits-gestion-loffre/fonds-dinvestissement-transformation-produits-gestion-loffre-etape-4-apres-avoir-presente-votre,https://agriculture.canada.ca/en/agricultural-programs-and-services/supply-management-processing-investment-fund/supply-management-processing-investment-fund-step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/fonds-dinvestissement-transformation-produits-gestion-loffre/fonds-dinvestissement-transformation-produits-gestion-loffre-etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02748,Supply Management Processing Investment Fund,Fonds d’investissement pour la transformation des produits sous la gestion de l’offre,5058,Send you a payment within 30 business days of receipt of a duly completed and documented claim,Vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée,TML,ONL,,,0.8,58,63,0.9206,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/supply-management-processing-investment-fund/supply-management-processing-investment-fund-step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/fonds-dinvestissement-transformation-produits-gestion-loffre/fonds-dinvestissement-transformation-produits-gestion-loffre-etape-4-apres-avoir-presente-votre,https://agriculture.canada.ca/en/agricultural-programs-and-services/supply-management-processing-investment-fund/supply-management-processing-investment-fund-step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/fonds-dinvestissement-transformation-produits-gestion-loffre/fonds-dinvestissement-transformation-produits-gestion-loffre-etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02747,The Poultry and Egg-On Farm Investment Program,Programme d’investissement à la ferme pour la volaille et les œufs,5060,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,470,562,0.8363,,,Y,https://agriculture.canada.ca/en/programs/poultry-egg-farm-investment/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/investissement-ferme-volaille-oeufs/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/poultry-egg-farm-investment/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/investissement-ferme-volaille-oeufs/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02747,The Poultry and Egg-On Farm Investment Program,Programme d’investissement à la ferme pour la volaille et les œufs,5061,Process your application within 100 business days,De traiter votre demande de projet dans un délai de 100 jours ouvrables,TML,EML,,,0.8,189,901,0.2098,,,N,https://agriculture.canada.ca/en/programs/poultry-egg-farm-investment/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/investissement-ferme-volaille-oeufs/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/poultry-egg-farm-investment/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/investissement-ferme-volaille-oeufs/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV02747,The Poultry and Egg-On Farm Investment Program,Programme d’investissement à la ferme pour la volaille et les œufs,5062,Process your payment within 30 business days upon receipt of a completed claim form and signed Contribution Agreement,De verser votre remboursement dans les 30 jours ouvrables suivant la réception d'un entente de contribution signée (projets rétroactifs) ou d'une formulaire de demande de remboursement dûment rempli (projets non rétroactifs),TML,ONL,,,0.8,1491,1515,0.9842,,,Y,https://agriculture.canada.ca/en/programs/poultry-egg-farm-investment/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/investissement-ferme-volaille-oeufs/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/poultry-egg-farm-investment/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/investissement-ferme-volaille-oeufs/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03058,Wine Sector Support Program,Programme d'aide au secteur du vin,5599,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,218,258,0.845,,,Y,https://agriculture.canada.ca/en/programs/wine-sector-support/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/aide-au-secteur-du-vin/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/wine-sector-support/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/aide-secteur-vin/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03058,Wine Sector Support Program,Programme d'aide au secteur du vin,5601,Send you a confirmation notice and PIN within fifteen (15) business days of the submission of your complete application,vous envoyer un avis de confirmation et un NIP dans les quinze (15) jours ouvrables suivant la présentation de votre demande complète,TML,EML,,,0.8,433,454,0.9537,,,Y,https://agriculture.canada.ca/en/programs/wine-sector-support/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/aide-au-secteur-du-vin/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/wine-sector-support/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/aide-secteur-vin/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03058,Wine Sector Support Program,Programme d'aide au secteur du vin,5602,Send approval or rejection notification letter within 100 business days after the application has been deemed complete,Vous adresser une lettre d'avis d'approbation ou de rejet dans les 100 jours ouvrables suivant la réception du dossier de demande complet,TML,EML,,,0.8,457,457,1.0,,,Y,https://agriculture.canada.ca/en/programs/wine-sector-support/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/aide-au-secteur-du-vin/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/wine-sector-support/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/aide-secteur-vin/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,SRV03058,Wine Sector Support Program,Programme d'aide au secteur du vin,5603,Send you a payment within 30 business days of receipt of a duly completed and documented claim,Vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée,TML,ONL,,,0.8,445,450,0.9889,,,Y,https://agriculture.canada.ca/en/programs/wine-sector-support/step-6-after-apply,https://agriculture.canada.ca/fr/programmes/aide-au-secteur-du-vin/etape-6-apres-avoir-presente-demande,https://agriculture.canada.ca/en/programs/wine-sector-support/step-4-how-apply,https://agriculture.canada.ca/fr/programmes/aide-secteur-vin/etape-4-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,145,Youth Employment and Skills Program,Programme d’emploi et de compétences des jeunes,300,Send you a payment within 30 business days of receipt of a duly completed and documented claim,Vous expédier un paiement dans les 30 jours ouvrables suivant la réception d'une demande de règlement dûment remplie et justifiée,TML,ONL,,,0.8,917,919,0.9978,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/youth-employment-and-skills-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-demploi-competences-jeunes/etape-4-apres-avoir-presente-votre-demande-projet,https://agriculture.canada.ca/en/agricultural-programs-and-services/youth-employment-and-skills-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-demploi-competences-jeunes/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,145,Youth Employment and Skills Program,Programme d’emploi et de compétences des jeunes,2448,Respond to general inquiries made to our email address before the end of the next business day,Répondre aux demandes de renseignements générales reçues par courriel avant la fin du jour ouvrable suivant,TML,EML,,,0.8,839,929,0.9031,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/youth-employment-and-skills-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-demploi-competences-jeunes/etape-4-apres-avoir-presente-votre-demande-projet,https://agriculture.canada.ca/en/agricultural-programs-and-services/youth-employment-and-skills-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-demploi-competences-jeunes/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2023-2024,145,Youth Employment and Skills Program,Programme d’emploi et de compétences des jeunes,2449,Process your application within 50 business days,De traiter votre demande dans un délai de 50 jours ouvrables,TML,EML,,,0.8,1281,1281,1.0,,,Y,https://agriculture.canada.ca/en/agricultural-programs-and-services/youth-employment-and-skills-program/step-4-after-you-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-demploi-competences-jeunes/etape-4-apres-avoir-presente-votre-demande-projet,https://agriculture.canada.ca/en/agricultural-programs-and-services/youth-employment-and-skills-program/step-3-how-apply,https://agriculture.canada.ca/fr/programmes-services-agricoles/programme-demploi-competences-jeunes/etape-3-comment-presenter-demande,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
